[2017-10-22 22:24:07,029] DEBUG preRegister called. Server=com.sun.jmx.mbeanserver.JmxMBeanServer@66d3c617, name=log4j:logger=state.change.logger (state.change.logger)
[2017-10-22 22:25:19,207] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,44] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,207] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,42] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,207] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,34] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,207] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,46] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,207] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,25] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,207] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,45] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,207] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,27] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,208] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,32] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,208] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,43] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,208] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,36] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,208] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,35] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,208] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,7] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,208] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,9] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,209] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,38] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,209] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,1] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,209] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,16] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,211] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,2] state from NonExistentPartition to NewPartition with assigned replicas 0 (state.change.logger)
[2017-10-22 22:25:19,246] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,25] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,248] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,12] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,251] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,31] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,253] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,40] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,254] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,35] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,256] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,9] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,258] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,43] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,259] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,2] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,261] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,11] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,266] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,29] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,268] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,30] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,269] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,4] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,271] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,42] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,272] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,26] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,275] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,34] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,279] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,17] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,281] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,37] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,286] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,27] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,287] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,10] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,290] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,41] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,292] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,20] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,293] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,28] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,295] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,46] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,295] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,39] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,300] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,47] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,301] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,49] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,302] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,22] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,303] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,1] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,309] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,24] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,322] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,6] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,323] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,36] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,324] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,8] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,325] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,38] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,330] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,16] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,331] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,21] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,332] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,18] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,333] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,0] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,338] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,48] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,339] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,5] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,343] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,13] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,346] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,3] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,349] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,44] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,351] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,15] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,357] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,7] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,363] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,19] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,367] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,33] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,369] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,45] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,370] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,23] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,372] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,32] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,374] TRACE Controller 0 epoch 1 changed state of replica 0 for partition [__consumer_offsets,14] from NonExistentReplica to NewReplica (state.change.logger)
[2017-10-22 22:25:19,400] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,19] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,409] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,30] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,423] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,47] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,427] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,29] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,431] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,41] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,438] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,39] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,443] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,10] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,458] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,17] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,464] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,14] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,470] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,40] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,480] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,18] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,489] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,26] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,496] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,0] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,505] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,24] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,522] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,33] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,531] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,20] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,550] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,21] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,556] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,3] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,563] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,5] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,573] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,22] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,578] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,12] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,584] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,8] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,588] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,23] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,592] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,15] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,598] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,48] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,604] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,11] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,609] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,13] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,612] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,49] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,616] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,6] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,621] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,28] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,624] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,4] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,628] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,37] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,639] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,31] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,643] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,44] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,648] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,42] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,652] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,34] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,656] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,46] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,661] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,25] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,664] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,45] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,667] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,27] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,670] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,32] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,673] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,43] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,676] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,36] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,679] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,35] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,681] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,7] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,683] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,9] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,685] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,38] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,687] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,1] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,689] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,16] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,692] TRACE Controller 0 epoch 1 changed partition [__consumer_offsets,2] from NewPartition to OnlinePartition with leader 0 (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,49] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,38] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,27] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,16] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,8] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,19] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,2] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,13] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,24] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,46] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,35] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,5] (state.change.logger)
[2017-10-22 22:25:19,694] TRACE Controller 0 epoch 1 sending become-leader LeaderAndIsr request (Leader:0,ISR:0,LeaderEpoch:0,ControllerEpoch:1) to broker 0 for partition [__consumer_offsets,43] (state.change.logger)
